date,product_name,category,shelf_life_hours,day_of_week,weekend_flag,month,holiday_flag,promotion_flag,temperature_c,rainfall_mm,footfall,price,current_stock,produced_qty,qty_sold,waste_qty
2024-02-13,Bread,Bakery,48,1,0,2,0,1,18.9,7.9,298,2.5,39,146,146,0
2024-08-19,Bread,Bakery,48,0,0,8,0,0,10.7,0.2,384,2.5,26,144,133,11
2024-09-06,Coffee,Beverage,12,4,0,9,0,0,11.3,2.2,334,3.0,32,150,139,11
2025-11-27,Sandwich,Bakery,48,3,0,11,0,1,34.9,6.7,290,4.5,59,79,79,0
2025-02-11,Chicken Roll,Snack,24,1,0,2,0,0,12.9,6.3,330,3.5,64,114,111,3
2025-04-05,Salad,Healthy,24,5,1,4,0,0,22.3,3.6,434,5.5,88,116,108,8
2025-10-22,Chicken Roll,Snack,24,2,0,10,0,0,25.9,4.6,411,3.5,70,100,97,3
2024-12-29,Chicken Roll,Snack,24,6,1,12,1,0,16.4,0.0,445,3.5,60,172,154,18
2024-07-08,Bread,Bakery,48,0,0,7,1,0,11.3,0.1,427,2.5,112,153,153,0
2025-04-02,Burger,FastFood,24,2,0,4,0,0,3.9,0.0,240,6.0,115,120,111,9
2024-12-08,Coffee,Beverage,12,6,1,12,0,1,15.6,0.0,493,3.0,74,182,182,0
2025-12-14,Coffee,Beverage,12,6,1,12,0,0,13.2,5.1,423,3.0,61,191,171,20
2024-10-29,Burger,FastFood,24,1,0,10,0,0,25.8,0.9,207,6.0,89,106,97,9
2024-10-22,Pizza Slice,FastFood,24,1,0,10,0,0,21.5,0.0,305,5.0,67,93,93,0
2025-04-30,Salad,Healthy,24,2,0,4,0,0,9.8,5.8,402,5.5,64,87,85,2
2025-03-18,Coffee,Beverage,12,1,0,3,0,0,14.0,6.7,244,3.0,28,148,126,22
2024-08-24,Sandwich,Bakery,48,5,1,8,0,0,24.4,0.0,463,4.5,95,124,124,0
2024-11-23,Bread,Bakery,48,5,1,11,0,0,32.1,4.5,487,2.5,117,143,142,1
2024-07-12,Bread,Bakery,48,4,0,7,0,1,36.7,0.3,315,2.5,119,148,145,3
2025-12-22,Burger,FastFood,24,0,0,12,0,0,22.9,6.6,366,6.0,51,113,110,3
2024-12-14,Coffee,Beverage,12,5,1,12,0,0,16.1,5.2,416,3.0,78,154,154,0
2024-02-24,Salad,Healthy,24,5,1,2,0,1,19.7,0.0,414,5.5,75,134,128,6
2025-07-01,Sandwich,Bakery,48,1,0,7,0,0,17.8,12.4,243,4.5,108,86,76,10
2025-01-03,Sandwich,Bakery,48,4,0,1,0,0,26.0,9.4,431,4.5,49,110,88,22
2025-01-03,Ice Cream,Dessert,72,4,0,1,0,0,22.7,1.8,289,4.0,93,160,141,19
2025-07-04,Sandwich,Bakery,48,4,0,7,1,0,13.7,6.1,410,4.5,73,110,110,0
2025-09-11,Ice Cream,Dessert,72,3,0,9,0,0,3.0,0.0,354,4.0,29,94,94,0
2025-10-24,Sandwich,Bakery,48,4,0,10,0,0,30.3,6.7,345,4.5,40,114,93,21
2024-06-28,Sandwich,Bakery,48,4,0,6,0,0,14.9,0.0,329,4.5,75,92,92,0
2024-09-07,Bread,Bakery,48,5,1,9,0,0,19.2,0.0,352,2.5,54,137,137,0
2024-08-09,Chicken Roll,Snack,24,4,0,8,0,0,13.1,0.9,138,3.5,40,91,91,0
2024-01-30,Burger,FastFood,24,1,0,1,0,0,14.3,10.1,396,6.0,93,106,106,0
2025-03-26,Ice Cream,Dessert,72,2,0,3,0,0,19.3,0.0,376,4.0,90,133,126,7
2024-11-14,Coffee,Beverage,12,3,0,11,0,0,10.4,1.8,362,3.0,19,136,136,0
2024-05-22,Burger,FastFood,24,2,0,5,0,0,23.1,0.0,309,6.0,45,88,88,0
2025-12-25,Coffee,Beverage,12,3,0,12,0,0,8.5,0.0,367,3.0,60,123,122,1
2025-04-13,Pizza Slice,FastFood,24,6,1,4,0,0,7.8,1.5,362,5.0,71,108,108,0
2025-01-16,Bread,Bakery,48,3,0,1,0,0,15.4,0.0,343,2.5,116,123,123,0
2025-08-21,Burger,FastFood,24,3,0,8,0,1,15.7,0.1,318,6.0,102,147,131,16
2024-11-20,Pizza Slice,FastFood,24,2,0,11,0,0,18.4,7.8,296,5.0,91,102,102,0
2024-03-28,Bread,Bakery,48,3,0,3,1,0,10.6,0.0,317,2.5,31,157,142,15
2025-07-09,Pizza Slice,FastFood,24,2,0,7,0,0,15.1,1.0,301,5.0,87,81,81,0
2024-08-24,Salad,Healthy,24,5,1,8,0,0,4.8,10.5,506,5.5,51,113,108,5
2025-01-20,Pizza Slice,FastFood,24,0,0,1,0,1,14.4,0.3,321,5.0,82,125,107,18
2025-08-15,Pizza Slice,FastFood,24,4,0,8,1,0,15.0,4.3,430,5.0,62,152,128,24
2025-07-17,Coffee,Beverage,12,3,0,7,0,0,16.2,4.8,406,3.0,11,148,137,11
2025-10-02,Burger,FastFood,24,3,0,10,1,0,7.9,4.8,388,6.0,60,148,143,5
2024-08-14,Bread,Bakery,48,2,0,8,0,0,12.8,0.0,204,2.5,100,117,117,0
2024-10-29,Burger,FastFood,24,1,0,10,0,1,41.9,6.6,228,6.0,32,134,118,16
2025-11-15,Pizza Slice,FastFood,24,5,1,11,0,0,18.5,6.1,581,5.0,13,152,152,0
2025-08-26,Burger,FastFood,24,1,0,8,0,0,17.7,0.0,350,6.0,87,101,93,8
2024-03-17,Bread,Bakery,48,6,1,3,0,1,18.7,7.0,523,2.5,109,177,177,0
2025-03-03,Sandwich,Bakery,48,0,0,3,0,1,9.5,8.7,314,4.5,32,111,111,0
2024-08-29,Salad,Healthy,24,3,0,8,0,0,14.0,3.4,339,5.5,20,82,82,0
2025-10-30,Chicken Roll,Snack,24,3,0,10,0,0,9.0,0.0,390,3.5,58,120,120,0
2024-02-26,Ice Cream,Dessert,72,0,0,2,0,0,22.8,2.2,286,4.0,25,141,119,22
2025-06-29,Ice Cream,Dessert,72,6,1,6,0,0,18.0,1.0,477,4.0,79,147,147,0
2024-12-13,Coffee,Beverage,12,4,0,12,0,0,10.2,0.4,250,3.0,60,144,125,19
2025-12-02,Sandwich,Bakery,48,1,0,12,0,0,25.5,0.0,270,4.5,24,89,89,0
2024-04-27,Coffee,Beverage,12,5,1,4,0,0,15.9,8.0,578,3.0,88,143,143,0
2025-12-11,Burger,FastFood,24,3,0,12,0,1,13.7,0.0,381,6.0,52,141,120,21
2025-11-15,Burger,FastFood,24,5,1,11,0,0,18.5,0.0,410,6.0,102,119,119,0
2024-02-06,Coffee,Beverage,12,1,0,2,0,0,7.6,0.0,307,3.0,18,139,128,11
2025-09-30,Salad,Healthy,24,1,0,9,0,0,24.8,3.0,281,5.5,119,92,69,23
2025-07-01,Ice Cream,Dessert,72,1,0,7,0,0,33.3,4.1,231,4.0,24,135,135,0
2025-07-16,Burger,FastFood,24,2,0,7,0,0,17.1,6.3,368,6.0,27,95,95,0
2024-02-16,Ice Cream,Dessert,72,4,0,2,0,0,6.7,0.0,380,4.0,119,113,113,0
2024-08-25,Coffee,Beverage,12,6,1,8,0,1,19.2,2.4,400,3.0,91,194,170,24
2024-12-18,Coffee,Beverage,12,2,0,12,0,0,20.5,2.3,302,3.0,36,139,117,22
2025-08-23,Coffee,Beverage,12,5,1,8,0,0,14.6,0.0,428,3.0,16,179,165,14
2024-04-25,Salad,Healthy,24,3,0,4,0,0,22.7,0.0,477,5.5,49,75,75,0
2025-02-27,Bread,Bakery,48,3,0,2,0,0,25.7,9.8,278,2.5,87,136,125,11
2025-09-26,Pizza Slice,FastFood,24,4,0,9,0,0,23.4,3.4,347,5.0,67,96,96,0
2025-11-25,Coffee,Beverage,12,1,0,11,0,1,26.6,1.4,308,3.0,12,155,138,17
2024-07-17,Coffee,Beverage,12,2,0,7,0,0,29.1,3.3,361,3.0,42,125,125,0
2024-08-19,Sandwich,Bakery,48,0,0,8,0,0,19.4,1.8,459,4.5,37,117,111,6
2024-02-14,Pizza Slice,FastFood,24,2,0,2,0,0,19.2,3.0,311,5.0,119,104,96,8
2025-09-12,Coffee,Beverage,12,4,0,9,0,0,18.3,5.0,330,3.0,107,140,131,9
2025-08-08,Coffee,Beverage,12,4,0,8,0,0,13.4,2.1,358,3.0,89,169,146,23
2025-09-02,Salad,Healthy,24,1,0,9,0,1,30.8,0.0,467,5.5,118,101,97,4
2025-05-13,Bread,Bakery,48,1,0,5,0,1,8.6,5.1,401,2.5,17,158,155,3
2024-07-01,Bread,Bakery,48,0,0,7,1,0,7.7,0.0,388,2.5,93,187,166,21
2024-08-10,Salad,Healthy,24,5,1,8,0,0,15.6,8.8,444,5.5,33,86,86,0
2024-03-31,Salad,Healthy,24,6,1,3,0,0,14.4,3.4,329,5.5,13,93,74,19
2024-01-09,Bread,Bakery,48,1,0,1,0,0,17.6,6.9,508,2.5,79,163,163,0
2024-12-30,Chicken Roll,Snack,24,0,0,12,0,0,18.1,12.7,291,3.5,47,135,128,7
2025-07-08,Pizza Slice,FastFood,24,1,0,7,0,0,6.2,6.7,264,5.0,94,95,95,0
2024-11-10,Salad,Healthy,24,6,1,11,0,0,11.1,4.0,495,5.5,62,98,98,0
2024-12-16,Salad,Healthy,24,0,0,12,0,1,18.7,0.0,406,5.5,93,119,98,21
2025-08-02,Chicken Roll,Snack,24,5,1,8,0,0,19.1,4.4,520,3.5,63,144,144,0
2025-06-11,Pizza Slice,FastFood,24,2,0,6,0,0,21.2,8.3,313,5.0,78,121,121,0
2025-11-17,Coffee,Beverage,12,0,0,11,0,0,17.3,6.6,332,3.0,71,136,120,16
2025-09-15,Bread,Bakery,48,0,0,9,1,0,14.4,0.6,424,2.5,41,153,143,10
2025-05-31,Sandwich,Bakery,48,5,1,5,0,0,14.5,2.9,428,4.5,11,123,114,9
2024-12-28,Sandwich,Bakery,48,5,1,12,0,0,22.9,6.4,419,4.5,79,118,107,11
2025-04-27,Bread,Bakery,48,6,1,4,0,0,20.9,4.4,490,2.5,37,158,152,6
2025-07-16,Bread,Bakery,48,2,0,7,0,0,11.6,4.4,345,2.5,24,123,121,2
2024-09-01,Salad,Healthy,24,6,1,9,0,0,19.8,10.5,419,5.5,50,112,91,21
2024-07-28,Salad,Healthy,24,6,1,7,0,0,15.3,6.6,400,5.5,15,96,96,0
2025-09-10,Coffee,Beverage,12,2,0,9,0,0,9.4,0.0,386,3.0,37,139,139,0
2024-02-23,Sandwich,Bakery,48,4,0,2,0,0,8.7,7.1,406,4.5,78,117,117,0
2025-04-24,Ice Cream,Dessert,72,3,0,4,0,0,10.1,1.4,352,4.0,90,137,124,13
2024-06-27,Bread,Bakery,48,3,0,6,0,0,20.2,0.0,248,2.5,14,117,117,0
2025-07-04,Salad,Healthy,24,4,0,7,0,0,14.7,4.5,332,5.5,68,72,72,0
2024-01-16,Sandwich,Bakery,48,1,0,1,1,0,17.1,0.0,372,4.5,24,150,126,24
2025-06-25,Burger,FastFood,24,2,0,6,0,1,24.4,7.7,420,6.0,67,145,140,5
2024-08-05,Salad,Healthy,24,0,0,8,1,0,17.6,0.0,449,5.5,97,105,105,0
2025-06-24,Coffee,Beverage,12,1,0,6,0,0,22.1,1.5,429,3.0,11,167,154,13
2024-05-01,Salad,Healthy,24,2,0,5,0,1,17.9,7.6,473,5.5,99,123,105,18
2025-04-10,Chicken Roll,Snack,24,3,0,4,0,0,19.2,1.2,388,3.5,19,141,136,5
2025-03-27,Ice Cream,Dessert,72,3,0,3,0,1,17.3,0.0,386,4.0,58,141,141,0
2025-07-27,Salad,Healthy,24,6,1,7,0,0,19.9,4.7,498,5.5,118,111,111,0
2024-09-07,Bread,Bakery,48,5,1,9,0,0,7.7,0.0,513,2.5,85,142,141,1
2024-01-23,Ice Cream,Dessert,72,1,0,1,0,0,5.1,0.0,410,4.0,109,99,93,6
2025-10-03,Bread,Bakery,48,4,0,10,0,1,12.0,2.1,365,2.5,69,164,164,0
2024-02-18,Ice Cream,Dessert,72,6,1,2,0,0,31.0,3.4,374,4.0,70,176,174,2
2024-05-17,Burger,FastFood,24,4,0,5,0,0,29.9,3.7,326,6.0,19,116,102,14
2024-05-05,Pizza Slice,FastFood,24,6,1,5,0,0,25.0,1.8,525,5.0,88,130,130,0
2024-01-03,Coffee,Beverage,12,2,0,1,0,0,10.3,0.5,364,3.0,16,125,125,0
2024-02-04,Ice Cream,Dessert,72,6,1,2,0,0,11.0,5.6,443,4.0,24,134,133,1
2025-01-27,Coffee,Beverage,12,0,0,1,0,1,13.7,0.0,343,3.0,23,144,144,0
2025-09-30,Chicken Roll,Snack,24,1,0,9,0,1,16.5,0.0,395,3.5,97,166,145,21
2024-05-25,Salad,Healthy,24,5,1,5,0,0,25.0,1.5,525,5.5,102,124,119,5
2025-03-03,Salad,Healthy,24,0,0,3,0,0,16.0,7.0,322,5.5,43,124,100,24
2024-09-09,Coffee,Beverage,12,0,0,9,0,0,26.4,2.9,392,3.0,36,136,126,10
2024-09-27,Burger,FastFood,24,4,0,9,0,0,18.3,6.7,300,6.0,112,105,105,0
2025-01-25,Coffee,Beverage,12,5,1,1,0,0,22.7,4.5,376,3.0,97,158,144,14
2025-10-17,Bread,Bakery,48,4,0,10,0,0,11.9,3.9,385,2.5,88,137,114,23
2025-06-20,Burger,FastFood,24,4,0,6,0,0,21.8,0.0,386,6.0,75,106,106,0
2024-11-17,Coffee,Beverage,12,6,1,11,0,0,19.0,3.6,530,3.0,27,173,173,0
2025-11-21,Bread,Bakery,48,4,0,11,0,0,19.6,0.0,349,2.5,70,144,144,0
2025-07-08,Pizza Slice,FastFood,24,1,0,7,1,1,27.5,1.8,463,5.0,72,152,145,7
2025-12-10,Chicken Roll,Snack,24,2,0,12,0,0,16.9,0.0,439,3.5,13,125,122,3
2025-08-02,Chicken Roll,Snack,24,5,1,8,0,1,27.8,6.8,566,3.5,69,181,181,0
2024-06-14,Pizza Slice,FastFood,24,4,0,6,0,0,11.6,4.7,347,5.0,84,112,100,12
2025-11-20,Burger,FastFood,24,3,0,11,0,0,28.8,7.6,260,6.0,92,116,99,17
2024-11-29,Bread,Bakery,48,4,0,11,0,0,15.6,0.0,438,2.5,48,119,119,0
2025-09-24,Chicken Roll,Snack,24,2,0,9,0,1,18.0,0.6,253,3.5,115,144,128,16
2024-01-05,Ice Cream,Dessert,72,4,0,1,0,0,25.1,3.7,452,4.0,37,147,126,21
2024-05-14,Ice Cream,Dessert,72,1,0,5,0,0,19.6,12.0,379,4.0,104,119,119,0
2025-08-25,Pizza Slice,FastFood,24,0,0,8,0,0,18.4,10.6,326,5.0,82,91,78,13
2024-12-12,Ice Cream,Dessert,72,3,0,12,0,0,11.0,4.8,464,4.0,71,114,114,0
2025-06-11,Ice Cream,Dessert,72,2,0,6,0,0,20.2,5.5,419,4.0,93,147,123,24
2025-12-23,Chicken Roll,Snack,24,1,0,12,0,0,19.4,2.1,435,3.5,25,115,107,8
2024-12-16,Chicken Roll,Snack,24,0,0,12,0,0,18.2,7.3,363,3.5,110,122,117,5
2024-09-05,Bread,Bakery,48,3,0,9,0,0,22.0,0.0,335,2.5,19,156,137,19
2024-02-26,Salad,Healthy,24,0,0,2,0,1,5.0,2.1,311,5.5,63,117,99,18
2025-12-27,Ice Cream,Dessert,72,5,1,12,0,0,24.5,0.7,497,4.0,35,162,162,0
2024-07-09,Ice Cream,Dessert,72,1,0,7,0,1,18.4,0.0,338,4.0,50,123,123,0
2024-07-03,Pizza Slice,FastFood,24,2,0,7,0,0,25.2,2.0,355,5.0,14,109,94,15
2024-06-29,Chicken Roll,Snack,24,5,1,6,0,1,18.7,0.0,512,3.5,53,175,153,22
2024-01-31,Coffee,Beverage,12,2,0,1,0,0,18.5,1.8,257,3.0,26,167,153,14
2024-02-27,Salad,Healthy,24,1,0,2,0,0,6.3,7.4,409,5.5,118,87,87,0
2024-12-11,Salad,Healthy,24,2,0,12,0,0,22.9,3.1,391,5.5,38,97,84,13
2024-07-07,Coffee,Beverage,12,6,1,7,0,1,23.9,0.0,496,3.0,72,174,151,23
2025-12-04,Pizza Slice,FastFood,24,3,0,12,0,0,6.7,4.9,484,5.0,67,106,106,0
2024-11-24,Sandwich,Bakery,48,6,1,11,0,0,24.9,4.6,525,4.5,97,120,120,0
2025-04-07,Pizza Slice,FastFood,24,0,0,4,0,0,19.2,3.4,369,5.0,86,99,99,0
2025-05-16,Burger,FastFood,24,4,0,5,0,1,8.4,3.3,340,6.0,10,150,131,19
2024-02-05,Sandwich,Bakery,48,0,0,2,0,0,3.5,6.5,290,4.5,110,78,75,3
2025-04-24,Coffee,Beverage,12,3,0,4,1,0,19.4,4.8,427,3.0,108,162,162,0
2024-08-17,Salad,Healthy,24,5,1,8,1,0,28.1,4.4,554,5.5,118,128,128,0
2024-11-20,Bread,Bakery,48,2,0,11,0,0,9.9,2.5,296,2.5,39,146,140,6
2024-03-26,Ice Cream,Dessert,72,1,0,3,0,0,15.8,5.9,299,4.0,119,111,111,0
2024-11-25,Chicken Roll,Snack,24,0,0,11,0,0,24.6,0.0,232,3.5,115,125,125,0
2024-09-25,Ice Cream,Dessert,72,2,0,9,0,0,22.5,6.8,357,4.0,97,148,126,22
2025-09-09,Bread,Bakery,48,1,0,9,1,1,13.9,6.8,396,2.5,74,175,167,8
2024-09-25,Burger,FastFood,24,2,0,9,0,0,-1.2,3.7,378,6.0,68,111,107,4
2025-09-08,Coffee,Beverage,12,0,0,9,0,0,23.5,5.1,304,3.0,24,118,118,0
2025-04-06,Burger,FastFood,24,6,1,4,0,1,11.4,4.7,612,6.0,109,168,152,16
2025-07-27,Ice Cream,Dessert,72,6,1,7,0,0,19.5,0.0,451,4.0,106,145,145,0
2024-10-01,Pizza Slice,FastFood,24,1,0,10,0,0,3.1,3.4,424,5.0,118,82,82,0
2025-09-26,Sandwich,Bakery,48,4,0,9,0,0,23.8,7.2,341,4.5,32,82,82,0
2025-12-04,Sandwich,Bakery,48,3,0,12,0,1,20.0,4.7,470,4.5,16,141,141,0
2024-02-04,Salad,Healthy,24,6,1,2,0,0,19.0,8.9,419,5.5,113,122,101,21
2025-07-17,Sandwich,Bakery,48,3,0,7,0,0,21.3,7.0,307,4.5,62,115,102,13
2025-01-03,Sandwich,Bakery,48,4,0,1,0,0,23.3,1.5,353,4.5,111,134,117,17
2025-01-12,Salad,Healthy,24,6,1,1,0,1,3.9,7.1,436,5.5,115,132,119,13
2025-01-28,Salad,Healthy,24,1,0,1,0,0,27.6,1.5,304,5.5,34,79,56,23
2024-12-19,Salad,Healthy,24,3,0,12,0,0,15.4,4.3,421,5.5,14,93,93,0
2025-02-14,Pizza Slice,FastFood,24,4,0,2,0,0,21.6,10.2,311,5.0,96,88,87,1
2025-06-14,Sandwich,Bakery,48,5,1,6,0,0,12.7,1.5,461,4.5,106,153,129,24
2024-01-19,Salad,Healthy,24,4,0,1,0,0,7.0,2.3,316,5.5,95,58,58,0
2024-01-02,Sandwich,Bakery,48,1,0,1,1,0,7.7,0.9,464,4.5,37,135,114,21
2024-01-28,Sandwich,Bakery,48,6,1,1,0,0,16.8,1.0,524,4.5,104,140,140,0
2024-09-17,Pizza Slice,FastFood,24,1,0,9,0,1,20.6,2.2,366,5.0,92,124,124,0
2025-06-25,Salad,Healthy,24,2,0,6,0,1,20.5,4.9,343,5.5,53,103,103,0
2024-07-25,Coffee,Beverage,12,3,0,7,0,0,16.1,7.4,334,3.0,118,156,134,22
2024-09-20,Sandwich,Bakery,48,4,0,9,0,0,27.0,0.0,309,4.5,48,96,96,0
2024-02-21,Burger,FastFood,24,2,0,2,0,0,20.0,9.7,419,6.0,58,107,107,0
2024-06-02,Chicken Roll,Snack,24,6,1,6,0,0,13.4,1.7,406,3.5,79,164,145,19
2025-07-04,Sandwich,Bakery,48,4,0,7,0,1,7.0,0.0,334,4.5,108,142,122,20
2024-11-18,Chicken Roll,Snack,24,0,0,11,0,0,11.2,10.4,337,3.5,68,142,118,24
2024-08-18,Coffee,Beverage,12,6,1,8,0,0,11.1,1.6,508,3.0,72,182,172,10
2024-02-07,Salad,Healthy,24,2,0,2,0,0,16.0,9.3,322,5.5,85,72,72,0
2024-04-24,Pizza Slice,FastFood,24,2,0,4,1,1,18.9,0.8,409,5.0,43,169,159,10
2025-11-03,Burger,FastFood,24,0,0,11,0,0,7.9,1.7,398,6.0,75,109,94,15
2024-11-19,Bread,Bakery,48,1,0,11,0,0,22.2,7.7,314,2.5,104,143,143,0
2025-02-17,Pizza Slice,FastFood,24,0,0,2,0,0,31.3,5.1,379,5.0,11,82,82,0
2024-09-28,Ice Cream,Dessert,72,5,1,9,0,0,19.4,4.2,462,4.0,91,159,154,5
2024-05-22,Sandwich,Bakery,48,2,0,5,0,0,21.0,6.7,255,4.5,67,122,122,0
2024-04-19,Sandwich,Bakery,48,4,0,4,0,0,24.2,9.8,409,4.5,18,83,83,0
2024-10-16,Bread,Bakery,48,2,0,10,0,0,32.7,0.0,381,2.5,97,132,120,12
2025-11-25,Pizza Slice,FastFood,24,1,0,11,0,0,9.4,7.3,382,5.0,10,118,118,0
2024-02-13,Salad,Healthy,24,1,0,2,0,1,20.5,2.6,285,5.5,25,87,87,0
2024-02-05,Chicken Roll,Snack,24,0,0,2,0,0,19.7,6.8,401,3.5,66,121,121,0
2025-12-07,Bread,Bakery,48,6,1,12,0,0,15.9,5.1,505,2.5,84,162,162,0
2025-10-13,Pizza Slice,FastFood,24,0,0,10,0,0,26.5,12.5,353,5.0,103,147,130,17
2025-10-23,Coffee,Beverage,12,3,0,10,0,0,30.2,8.5,368,3.0,66,131,116,15
2025-06-02,Pizza Slice,FastFood,24,0,0,6,0,0,10.8,0.0,433,5.0,25,102,102,0
2025-11-06,Chicken Roll,Snack,24,3,0,11,0,0,26.3,6.4,482,3.5,92,135,128,7
2024-12-24,Chicken Roll,Snack,24,1,0,12,0,0,27.5,1.2,325,3.5,61,118,108,10
2025-11-30,Sandwich,Bakery,48,6,1,11,0,1,8.8,6.3,385,4.5,38,126,126,0
2025-09-01,Chicken Roll,Snack,24,0,0,9,0,0,28.2,3.0,223,3.5,82,100,100,0
2025-01-25,Pizza Slice,FastFood,24,5,1,1,0,0,7.4,1.4,373,5.0,17,112,107,5
2024-03-28,Ice Cream,Dessert,72,3,0,3,0,0,27.7,9.4,421,4.0,81,153,138,15
2025-03-30,Sandwich,Bakery,48,6,1,3,0,0,19.8,2.4,401,4.5,16,134,134,0
2024-08-07,Salad,Healthy,24,2,0,8,0,0,24.4,3.2,182,5.5,17,55,41,14
2024-08-09,Bread,Bakery,48,4,0,8,0,0,17.9,0.0,439,2.5,61,135,135,0
2024-05-29,Salad,Healthy,24,2,0,5,0,1,19.3,7.5,357,5.5,87,104,98,6
2025-03-26,Burger,FastFood,24,2,0,3,0,0,26.8,10.2,275,6.0,70,126,106,20
2024-09-22,Coffee,Beverage,12,6,1,9,0,1,15.6,8.6,440,3.0,41,184,184,0
2025-11-12,Coffee,Beverage,12,2,0,11,0,0,29.1,0.0,358,3.0,77,135,133,2
2025-07-08,Coffee,Beverage,12,1,0,7,0,1,23.2,2.7,346,3.0,78,150,150,0
2025-10-23,Pizza Slice,FastFood,24,3,0,10,0,0,14.4,0.0,340,5.0,85,111,91,20
2025-12-21,Bread,Bakery,48,6,1,12,0,0,17.2,1.4,541,2.5,50,181,181,0
2025-08-31,Chicken Roll,Snack,24,6,1,8,1,0,23.7,6.7,656,3.5,108,209,185,24
2024-11-15,Coffee,Beverage,12,4,0,11,0,0,25.3,6.0,431,3.0,28,137,129,8
2025-10-20,Coffee,Beverage,12,0,0,10,0,0,13.0,1.6,325,3.0,64,161,161,0
2024-03-17,Ice Cream,Dessert,72,6,1,3,0,0,21.4,0.8,410,4.0,30,136,136,0
2025-11-01,Chicken Roll,Snack,24,5,1,11,0,0,15.8,8.8,423,3.5,112,146,139,7
2024-01-06,Coffee,Beverage,12,5,1,1,0,0,21.6,0.0,518,3.0,93,157,141,16
2025-05-05,Coffee,Beverage,12,0,0,5,0,1,11.5,6.8,365,3.0,96,161,161,0
2024-05-23,Salad,Healthy,24,3,0,5,0,0,13.7,0.0,356,5.5,89,102,89,13
2024-09-12,Pizza Slice,FastFood,24,3,0,9,1,0,16.6,0.0,329,5.0,50,144,135,9
2025-01-06,Burger,FastFood,24,0,0,1,0,0,23.7,3.3,430,6.0,80,145,133,12
2025-07-17,Coffee,Beverage,12,3,0,7,0,0,8.3,11.9,208,3.0,38,128,114,14
2025-04-07,Bread,Bakery,48,0,0,4,0,1,20.7,2.3,343,2.5,36,174,174,0
2024-08-25,Sandwich,Bakery,48,6,1,8,0,1,21.0,5.3,502,4.5,119,134,134,0
2024-04-20,Bread,Bakery,48,5,1,4,0,1,21.1,0.9,475,2.5,114,172,168,4
2024-03-17,Sandwich,Bakery,48,6,1,3,0,1,19.0,9.3,535,4.5,41,119,119,0
2025-11-21,Sandwich,Bakery,48,4,0,11,0,1,13.4,1.7,331,4.5,110,117,98,19
2024-03-18,Bread,Bakery,48,0,0,3,0,0,20.0,4.2,290,2.5,101,108,108,0
2025-06-27,Coffee,Beverage,12,4,0,6,0,0,32.8,4.0,367,3.0,65,122,122,0
2024-08-01,Bread,Bakery,48,3,0,8,0,0,16.7,5.0,440,2.5,114,144,144,0
2024-06-28,Salad,Healthy,24,4,0,6,0,1,16.2,6.5,328,5.5,51,83,83,0
2024-12-15,Coffee,Beverage,12,6,1,12,0,0,10.8,3.5,450,3.0,104,172,161,11
2024-12-03,Coffee,Beverage,12,1,0,12,0,0,20.8,3.2,350,3.0,103,158,158,0
2025-11-11,Ice Cream,Dessert,72,1,0,11,0,1,24.1,0.0,286,4.0,20,152,141,11
2025-03-31,Coffee,Beverage,12,0,0,3,0,0,16.3,0.0,193,3.0,12,149,126,23
2024-11-25,Burger,FastFood,24,0,0,11,1,0,12.2,5.0,278,6.0,56,124,116,8
2024-07-03,Chicken Roll,Snack,24,2,0,7,0,0,18.5,2.9,347,3.5,28,140,118,22
2025-06-05,Bread,Bakery,48,3,0,6,0,0,27.8,0.0,316,2.5,44,118,115,3
2025-05-24,Bread,Bakery,48,5,1,5,0,1,17.3,7.5,558,2.5,94,208,191,17
2025-02-12,Ice Cream,Dessert,72,2,0,2,0,0,8.8,0.0,419,4.0,119,114,104,10
2024-07-27,Burger,FastFood,24,5,1,7,0,0,22.7,5.3,401,6.0,65,135,132,3
2024-05-26,Pizza Slice,FastFood,24,6,1,5,0,0,14.2,0.4,497,5.0,79,139,127,12
2025-12-14,Sandwich,Bakery,48,6,1,12,0,1,19.4,0.6,403,4.5,30,160,141,19
2025-03-05,Ice Cream,Dessert,72,2,0,3,0,0,18.6,8.1,271,4.0,50,155,136,19
2024-07-01,Pizza Slice,FastFood,24,0,0,7,0,0,20.2,0.0,321,5.0,104,97,91,6
2024-01-09,Sandwich,Bakery,48,1,0,1,0,1,8.0,4.8,362,4.5,99,118,118,0
2024-06-07,Pizza Slice,FastFood,24,4,0,6,0,0,17.9,0.0,150,5.0,50,94,94,0
2024-01-25,Bread,Bakery,48,3,0,1,0,1,9.6,0.0,268,2.5,118,143,143,0
2024-10-10,Sandwich,Bakery,48,3,0,10,0,0,29.1,2.7,399,4.5,16,116,105,11
2024-02-08,Ice Cream,Dessert,72,3,0,2,0,0,12.6,3.2,374,4.0,18,117,110,7
2025-09-20,Salad,Healthy,24,5,1,9,0,0,5.4,3.5,473,5.5,57,122,120,2
2024-10-17,Salad,Healthy,24,3,0,10,0,0,21.8,2.7,361,5.5,113,109,97,12
2025-07-22,Burger,FastFood,24,1,0,7,0,0,25.2,0.0,372,6.0,54,125,103,22
2025-06-15,Ice Cream,Dessert,72,6,1,6,0,0,13.1,0.0,513,4.0,109,162,156,6
2025-09-05,Pizza Slice,FastFood,24,4,0,9,0,0,16.8,0.7,251,5.0,92,113,113,0
